Seed,Theta,Inf,Alpha
2404,1.0,1.03362e+01,1.00646e+02
2405,0.0,1.04847e+01,9.88778e+01
2405,0.5,1.04850e+01,9.83786e+01
2405,1.0,1.04854e+01,9.78844e+01
2406,0.0,1.06271e+01,9.95889e+01
2406,0.5,1.06276e+01,9.90914e+01
2406,1.0,1.06280e+01,9.85987e+01
2407,0.0,1.03420e+01,1.01281e+02
2407,0.5,1.03416e+01,1.00776e+02
2407,1.0,1.03413e+01,1.00275e+02
2408,0.0,1.05677e+01,9.88289e+01
2408,0.5,1.05683e+01,9.83282e+01
2408,1.0,1.05689e+01,9.78325e+01
2409,0.0,1.05735e+01,9.87422e+01
2409,0.5,1.05738e+01,9.82472e+01
2409,1.0,1.05741e+01,9.77572e+01
2410,0.0,1.02815e+01,1.01681e+02
2410,0.5,1.02816e+01,1.01172e+02
2410,1.0,1.02817e+01,1.00668e+02
2411,0.0,1.07079e+01,9.91166e+01
2411,0.5,1.07086e+01,9.86166e+01
2411,1.0,1.07092e+01,9.81218e+01
2412,0.0,1.05725e+01,9.96455e+01
2412,0.5,1.05723e+01,9.91520e+01
2412,1.0,1.05722e+01,9.86633e+01
2413,0.0,1.01690e+01,1.02438e+02
2413,0.5,1.01681e+01,1.01930e+02
2413,1.0,1.01672e+01,1.01427e+02
2414,0.0,1.04512e+01,1.00824e+02
2414,0.5,1.04516e+01,1.00319e+02
2414,1.0,1.04520e+01,9.98197e+01
2415,0.0,1.01866e+01,1.04099e+02
2415,0.5,1.01857e+01,1.03583e+02
2415,1.0,1.01848e+01,1.03072e+02
2416,0.0,1.02327e+01,1.02676e+02
2416,0.5,1.02322e+01,1.02163e+02
2416,1.0,1.02317e+01,1.01655e+02
2417,0.0,1.04733e+01,1.01437e+02
2417,0.5,1.04733e+01,1.00934e+02
2417,1.0,1.04733e+01,1.00436e+02
2418,0.0,1.04235e+01,1.01182e+02
2418,0.5,1.04228e+01,1.00683e+02
2418,1.0,1.04221e+01,1.00189e+02
2419,0.0,1.02827e+01,1.02204e+02
2419,0.5,1.02825e+01,1.01688e+02
2419,1.0,1.02823e+01,1.01178e+02
2420,0.0,1.05021e+01,9.92049e+01
2420,0.5,1.05025e+01,9.87041e+01
2420,1.0,1.05029e+01,9.82084e+01
2421,0.0,1.08323e+01,9.73456e+01
2421,0.5,1.08326e+01,9.68595e+01
2421,1.0,1.08330e+01,9.63783e+01
2422,0.0,1.07339e+01,9.94660e+01
2422,0.5,1.07344e+01,9.89671e+01
2422,1.0,1.07350e+01,9.84732e+01
2423,0.0,1.01695e+01,1.03451e+02
2423,0.5,1.01686e+01,1.02938e+02
2423,1.0,1.01678e+01,1.02430e+02
2424,0.0,1.05573e+01,9.96073e+01
2424,0.5,1.05573e+01,9.91073e+01
2424,1.0,1.05573e+01,9.86124e+01
2425,0.0,1.04275e+01,1.00692e+02
2425,0.5,1.04274e+01,1.00189e+02
2425,1.0,1.04272e+01,9.96913e+01
2426,0.0,1.05755e+01,1.00002e+02
2426,0.5,1.05755e+01,9.95014e+01
2426,1.0,1.05756e+01,9.90055e+01
2427,0.0,1.05191e+01,9.98754e+01
2427,0.5,1.05196e+01,9.93688e+01
2427,1.0,1.05202e+01,9.88673e+01
2428,0.0,1.03155e+01,1.01594e+02
2428,0.5,1.03152e+01,1.01085e+02
2428,1.0,1.03149e+01,1.00581e+02
2429,0.0,1.04687e+01,1.00714e+02
2429,0.5,1.04687e+01,1.00211e+02
2429,1.0,1.04687e+01,9.97128e+01
2430,0.0,1.05991e+01,9.92670e+01
2430,0.5,1.06001e+01,9.87616e+01
2430,1.0,1.06011e+01,9.82613e+01
2431,0.0,1.04931e+01,1.00680e+02
2431,0.5,1.04929e+01,1.00178e+02
2431,1.0,1.04928e+01,9.96810e+01
2432,0.0,1.07867e+01,9.72986e+01
2432,0.5,1.07877e+01,9.68091e+01
2432,1.0,1.07888e+01,9.63245e+01
2433,0.0,1.08252e+01,9.85357e+01
2433,0.5,1.08259e+01,9.80394e+01
2433,1.0,1.08266e+01,9.75480e+01
2434,0.0,1.04630e+01,9.98546e+01
2434,0.5,1.04634e+01,9.93492e+01
2434,1.0,1.04637e+01,9.88489e+01
2435,0.0,1.00007e+01,1.03692e+02
2435,0.5,9.99995e+00,1.03174e+02
2435,1.0,9.99917e+00,1.02662e+02
2436,0.0,1.03865e+01,1.00832e+02
2436,0.5,1.03866e+01,1.00327e+02
2436,1.0,1.03867e+01,9.98264e+01
2437,0.0,1.03803e+01,1.01352e+02
2437,0.5,1.03795e+01,1.00852e+02
2437,1.0,1.03788e+01,1.00357e+02
2438,0.0,1.03872e+01,1.00513e+02
2438,0.5,1.03870e+01,1.00010e+02
2438,1.0,1.03868e+01,9.95120e+01
2439,0.0,1.03526e+01,1.02618e+02
2439,0.5,1.03525e+01,1.02101e+02
2439,1.0,1.03524e+01,1.01590e+02
2440,0.0,1.04085e+01,1.01387e+02
2440,0.5,1.04081e+01,1.00883e+02
2440,1.0,1.04076e+01,1.00384e+02
2441,0.0,1.06491e+01,9.88866e+01
2441,0.5,1.06499e+01,9.83869e+01
2441,1.0,1.06506e+01,9.78923e+01
2442,0.0,1.06419e+01,9.99999e+01
2442,0.5,1.06416e+01,9.95047e+01
2442,1.0,1.06412e+01,9.90144e+01
2443,0.0,1.04408e+01,1.01305e+02
2443,0.5,1.04399e+01,1.00809e+02
2443,1.0,1.04390e+01,1.00317e+02
2444,0.0,1.05172e+01,1.00255e+02
2444,0.5,1.05170e+01,9.97550e+01
2444,1.0,1.05168e+01,9.92596e+01
2445,0.0,1.04024e+01,1.01689e+02
2445,0.5,1.04012e+01,1.01196e+02
2445,1.0,1.04000e+01,1.00708e+02
2446,0.0,1.03280e+01,1.03193e+02
2446,0.5,1.03267e+01,1.02691e+02
2446,1.0,1.03254e+01,1.02194e+02
2447,0.0,1.05575e+01,1.00173e+02
2447,0.5,1.05576e+01,9.96719e+01
2447,1.0,1.05577e+01,9.91760e+01
2448,0.0,1.04366e+01,1.01063e+02
2448,0.5,1.04360e+01,1.00563e+02
2448,1.0,1.04354e+01,1.00068e+02
2449,0.0,1.05934e+01,9.92198e+01
2449,0.5,1.05940e+01,9.87189e+01
2449,1.0,1.05946e+01,9.82231e+01
2450,0.0,1.06751e+01,9.91275e+01
2450,0.5,1.06757e+01,9.86334e+01
2450,1.0,1.06763e+01,9.81443e+01
2451,0.0,1.06045e+01,9.96587e+01
2451,0.5,1.06046e+01,9.91595e+01
2451,1.0,1.06047e+01,9.86653e+01
2452,0.0,1.07449e+01,9.83987e+01
2452,0.5,1.07452e+01,9.79074e+01
2452,1.0,1.07455e+01,9.74210e+01
2453,0.0,1.05027e+01,1.01094e+02
2453,0.5,1.05019e+01,1.00599e+02
2453,1.0,1.05010e+01,1.00109e+02
2454,0.0,1.06420e+01,9.94179e+01
2454,0.5,1.06420e+01,9.89228e+01
2454,1.0,1.06420e+01,9.84325e+01
2455,0.0,1.05764e+01,9.88540e+01
2455,0.5,1.05771e+01,9.83534e+01
2455,1.0,1.05778e+01,9.78579e+01
2456,0.0,1.02859e+01,1.01558e+02
2456,0.5,1.02860e+01,1.01046e+02
2456,1.0,1.02861e+01,1.00538e+02
2457,0.0,1.07848e+01,9.88590e+01
2457,0.5,1.07856e+01,9.83637e+01
2457,1.0,1.07865e+01,9.78733e+01
2458,0.0,1.04307e+01,1.01190e+02
2458,0.5,1.04305e+01,1.00687e+02
2458,1.0,1.04304e+01,1.00188e+02
2459,0.0,1.05849e+01,1.00433e+02
2459,0.5,1.05849e+01,9.99331e+01
2459,1.0,1.05850e+01,9.94381e+01
2460,0.0,1.03139e+01,1.00823e+02
2460,0.5,1.03134e+01,1.00321e+02
2460,1.0,1.03128e+01,9.98244e+01
2461,0.0,1.04081e+01,1.00501e+02
2461,0.5,1.04077e+01,1.00003e+02
2461,1.0,1.04073e+01,9.95094e+01
2462,0.0,1.02691e+01,1.02474e+02
2462,0.5,1.02687e+01,1.01962e+02
2462,1.0,1.02682e+01,1.01455e+02
2463,0.0,1.01765e+01,1.03915e+02
2463,0.5,1.01750e+01,1.03409e+02
2463,1.0,1.01735e+01,1.02907e+02
2464,0.0,1.05526e+01,1.00437e+02
2464,0.5,1.05528e+01,9.99330e+01
2464,1.0,1.05530e+01,9.94342e+01
2465,0.0,1.03734e+01,1.01750e+02
2465,0.5,1.03732e+01,1.01246e+02
2465,1.0,1.03730e+01,1.00747e+02
2466,0.0,1.05972e+01,9.95887e+01
2466,0.5,1.05975e+01,9.90882e+01
2466,1.0,1.05979e+01,9.85927e+01
2467,0.0,1.00887e+01,1.03306e+02
2467,0.5,1.00888e+01,1.02782e+02
2467,1.0,1.00890e+01,1.02263e+02
2468,0.0,1.06053e+01,1.00411e+02
2468,0.5,1.06055e+01,9.99095e+01
2468,1.0,1.06058e+01,9.94128e+01
2469,0.0,1.04876e+01,1.00387e+02
2469,0.5,1.04875e+01,9.98830e+01
2469,1.0,1.04875e+01,9.93844e+01
2470,0.0,1.02155e+01,1.02611e+02
2470,0.5,1.02147e+01,1.02100e+02
2470,1.0,1.02138e+01,1.01595e+02
2471,0.0,1.04849e+01,1.01007e+02
2471,0.5,1.04850e+01,1.00506e+02
2471,1.0,1.04851e+01,1.00010e+02
2472,0.0,1.06582e+01,9.95815e+01
2472,0.5,1.06582e+01,9.90846e+01
2472,1.0,1.06583e+01,9.85927e+01
2473,0.0,1.05483e+01,1.00794e+02
2473,0.5,1.05486e+01,1.00285e+02
2473,1.0,1.05489e+01,9.97815e+01
2474,0.0,1.07428e+01,9.80124e+01
2474,0.5,1.07434e+01,9.75201e+01
2474,1.0,1.07440e+01,9.70327e+01
2475,0.0,1.03856e+01,1.01999e+02
2475,0.5,1.03849e+01,1.01496e+02
2475,1.0,1.03842e+01,1.00998e+02
2476,0.0,1.02490e+01,1.02814e+02
2476,0.5,1.02482e+01,1.02308e+02
2476,1.0,1.02474e+01,1.01808e+02
2477,0.0,1.04529e+01,1.01261e+02
2477,0.5,1.04531e+01,1.00751e+02
2477,1.0,1.04534e+01,1.00245e+02
2478,0.0,1.05624e+01,9.96975e+01
2478,0.5,1.05625e+01,9.91998e+01
2478,1.0,1.05627e+01,9.87071e+01
2479,0.0,1.06232e+01,1.00403e+02
2479,0.5,1.06233e+01,9.99035e+01
2479,1.0,1.06235e+01,9.94095e+01
2480,0.0,1.02130e+01,1.02759e+02
2480,0.5,1.02119e+01,1.02251e+02
2480,1.0,1.02109e+01,1.01748e+02
2481,0.0,1.04201e+01,1.01507e+02
2481,0.5,1.04197e+01,1.01004e+02
2481,1.0,1.04193e+01,1.00506e+02
2482,0.0,1.05059e+01,9.91617e+01
2482,0.5,1.05067e+01,9.86600e+01
2482,1.0,1.05075e+01,9.81633e+01
2483,0.0,1.04523e+01,1.00615e+02
2483,0.5,1.04528e+01,1.00107e+02
2483,1.0,1.04532e+01,9.96039e+01
2484,0.0,1.03842e+01,1.01574e+02
2484,0.5,1.03845e+01,1.01063e+02
2484,1.0,1.03847e+01,1.00557e+02
2485,0.0,1.03923e+01,1.00895e+02
2485,0.5,1.03915e+01,1.00395e+02
2485,1.0,1.03907e+01,9.99005e+01
2486,0.0,1.04729e+01,1.01162e+02
2486,0.5,1.04728e+01,1.00661e+02
2486,1.0,1.04727e+01,1.00164e+02
2487,0.0,1.03540e+01,1.00539e+02
2487,0.5,1.03537e+01,1.00038e+02
2487,1.0,1.03534e+01,9.95430e+01
2488,0.0,1.03610e+01,1.01369e+02
2488,0.5,1.03603e+01,1.00866e+02
2488,1.0,1.03596e+01,1.00369e+02
2489,0.0,1.03407e+01,1.02389e+02
2489,0.5,1.03396e+01,1.01885e+02
2489,1.0,1.03385e+01,1.01387e+02
2490,0.0,1.04297e+01,1.00440e+02
2490,0.5,1.04298e+01,9.99345e+01
2490,1.0,1.04299e+01,9.94344e+01
2491,0.0,1.03769e+01,1.01416e+02
2491,0.5,1.03766e+01,1.00909e+02
2491,1.0,1.03763e+01,1.00407e+02
2492,0.0,1.06699e+01,9.83324e+01
2492,0.5,1.06711e+01,9.78285e+01
2492,1.0,1.06723e+01,9.73296e+01
2493,0.0,1.05015e+01,1.01333e+02
2493,0.5,1.05012e+01,1.00831e+02
2493,1.0,1.05010e+01,1.00335e+02
2494,0.0,1.02882e+01,1.02440e+02
2494,0.5,1.02873e+01,1.01935e+02
2494,1.0,1.02864e+01,1.01436e+02
2495,0.0,1.04696e+01,1.01984e+02
2495,0.5,1.04687e+01,1.01482e+02
2495,1.0,1.04677e+01,1.00985e+02
2496,0.0,1.02422e+01,1.01020e+02
2496,0.5,1.02423e+01,1.00509e+02
2496,1.0,1.02425e+01,1.00003e+02
2497,0.0,1.03379e+01,1.02330e+02
2497,0.5,1.03363e+01,1.01834e+02
2497,1.0,1.03348e+01,1.01343e+02
2498,0.0,1.05471e+01,9.95301e+01
2498,0.5,1.05474e+01,9.90308e+01
2498,1.0,1.05478e+01,9.85365e+01
2499,0.0,1.08098e+01,9.78815e+01
2499,0.5,1.08103e+01,9.73925e+01
2499,1.0,1.08107e+01,9.69084e+01
2500,0.0,1.03401e+01,1.03066e+02
2500,0.5,1.03392e+01,1.02561e+02
2500,1.0,1.03382e+01,1.02061e+02
2501,0.0,1.02514e+01,1.01726e+02
2501,0.5,1.02508e+01,1.01221e+02
2501,1.0,1.02502e+01,1.00721e+02
2502,0.0,1.05178e+01,1.01176e+02
2502,0.5,1.05175e+01,1.00674e+02
2502,1.0,1.05171e+01,1.00176e+02
2503,0.0,1.03931e+01,1.01449e+02
2503,0.5,1.03926e+01,1.00947e+02
2503,1.0,1.03920e+01,1.00449e+02
2504,0.0,1.05207e+01,1.00958e+02
2504,0.5,1.05205e+01,1.00457e+02
2504,1.0,1.05203e+01,9.99607e+01
2505,0.0,1.05228e+01,1.00287e+02
2505,0.5,1.05220e+01,9.97949e+01
2505,1.0,1.05211e+01,9.93081e+01
2506,0.0,1.05905e+01,9.97482e+01
2506,0.5,1.05904e+01,9.92496e+01
2506,1.0,1.05904e+01,9.87560e+01
2507,0.0,1.02599e+01,1.03522e+02
2507,0.5,1.02588e+01,1.03012e+02
2507,1.0,1.02578e+01,1.02507e+02
2508,0.0,1.04288e+01,1.00677e+02
2508,0.5,1.04287e+01,1.00174e+02
2508,1.0,1.04286e+01,9.96747e+01
2509,0.0,1.05866e+01,1.00506e+02
2509,0.5,1.05874e+01,9.99978e+01
2509,1.0,1.05881e+01,9.94943e+01
2510,0.0,1.03256e+01,1.01564e+02
2510,0.5,1.03253e+01,1.01056e+02
2510,1.0,1.03250e+01,1.00553e+02
2511,0.0,1.01638e+01,1.02906e+02
2511,0.5,1.01640e+01,1.02386e+02
2511,1.0,1.01642e+01,1.01871e+02
2512,0.0,1.05654e+01,1.00880e+02
2512,0.5,1.05648e+01,1.00381e+02
2512,1.0,1.05642e+01,9.98864e+01
2513,0.0,1.03931e+01,9.97627e+01
2513,0.5,1.03936e+01,9.92578e+01
2513,1.0,1.03942e+01,9.87580e+01
2514,0.0,1.06890e+01,9.75120e+01
2514,0.5,1.06899e+01,9.70186e+01
2514,1.0,1.06908e+01,9.65302e+01
2515,0.0,1.05548e+01,1.00183e+02
2515,0.5,1.05546e+01,9.96843e+01
2515,1.0,1.05543e+01,9.91903e+01
2516,0.0,1.06860e+01,9.85333e+01
2516,0.5,1.06864e+01,9.80384e+01
2516,1.0,1.06868e+01,9.75484e+01
2517,0.0,1.03803e+01,1.01224e+02
2517,0.5,1.03803e+01,1.00717e+02
2517,1.0,1.03804e+01,1.00215e+02
2518,0.0,1.04072e+01,1.01554e+02
2518,0.5,1.04067e+01,1.01048e+02
2518,1.0,1.04062e+01,1.00547e+02
2519,0.0,1.04128e+01,1.00309e+02
2519,0.5,1.04130e+01,9.98039e+01
2519,1.0,1.04133e+01,9.93035e+01
2520,0.0,1.02504e+01,1.01801e+02
2520,0.5,1.02503e+01,1.01290e+02
2520,1.0,1.02501e+01,1.00784e+02
2521,0.0,1.05013e+01,1.00198e+02
2521,0.5,1.05007e+01,9.97051e+01
2521,1.0,1.05001e+01,9.92174e+01
2522,0.0,1.04143e+01,1.02083e+02
2522,0.5,1.04131e+01,1.01584e+02
2522,1.0,1.04118e+01,1.01091e+02
2523,0.0,1.04122e+01,1.02005e+02
2523,0.5,1.04123e+01,1.01493e+02
2523,1.0,1.04124e+01,1.00987e+02
2524,0.0,1.03369e+01,1.01829e+02
2524,0.5,1.03362e+01,1.01324e+02
2524,1.0,1.03355e+01,1.00825e+02
2525,0.0,1.06899e+01,9.80616e+01
2525,0.5,1.06906e+01,9.75681e+01
2525,1.0,1.06912e+01,9.70796e+01
2526,0.0,1.03823e+01,1.01590e+02
2526,0.5,1.03817e+01,1.01085e+02
2526,1.0,1.03811e+01,1.00585e+02
2527,0.0,1.06787e+01,9.90483e+01
2527,0.5,1.06791e+01,9.85513e+01
2527,1.0,1.06795e+01,9.80594e+01
2528,0.0,1.05791e+01,9.91207e+01
2528,0.5,1.05798e+01,9.86219e+01
2528,1.0,1.05806e+01,9.81279e+01
2529,0.0,1.05068e+01,1.00007e+02
2529,0.5,1.05070e+01,9.95067e+01
2529,1.0,1.05072e+01,9.90116e+01
2530,0.0,1.05858e+01,9.98659e+01
2530,0.5,1.05865e+01,9.93630e+01
2530,1.0,1.05871e+01,9.88652e+01
2531,0.0,1.03312e+01,1.02189e+02
2531,0.5,1.03314e+01,1.01676e+02
2531,1.0,1.03316e+01,1.01167e+02
2532,0.0,1.07247e+01,9.84226e+01
2532,0.5,1.07254e+01,9.79280e+01
2532,1.0,1.07261e+01,9.74384e+01
2533,0.0,1.07463e+01,9.82034e+01
2533,0.5,1.07471e+01,9.77067e+01
2533,1.0,1.07478e+01,9.72151e+01
2534,0.0,1.07809e+01,9.78859e+01
2534,0.5,1.07816e+01,9.73946e+01
2534,1.0,1.07822e+01,9.69083e+01
2535,0.0,1.05228e+01,1.00477e+02
2535,0.5,1.05228e+01,9.99760e+01
2535,1.0,1.05228e+01,9.94800e+01
2536,0.0,1.03616e+01,1.02003e+02
2536,0.5,1.03612e+01,1.01495e+02
2536,1.0,1.03607e+01,1.00992e+02
2537,0.0,1.07192e+01,9.79912e+01
2537,0.5,1.07195e+01,9.75011e+01
2537,1.0,1.07198e+01,9.70159e+01
2538,0.0,1.07955e+01,9.79410e+01
2538,0.5,1.07962e+01,9.74489e+01
2538,1.0,1.07969e+01,9.69617e+01
2539,0.0,1.04575e+01,9.99990e+01
2539,0.5,1.04574e+01,9.95015e+01
2539,1.0,1.04573e+01,9.90089e+01
2540,0.0,1.05036e+01,1.01024e+02
2540,0.5,1.05041e+01,1.00516e+02
2540,1.0,1.05045e+01,1.00013e+02
2541,0.0,1.05259e+01,1.01218e+02
2541,0.5,1.05254e+01,1.00720e+02
2541,1.0,1.05249e+01,1.00227e+02
2542,0.0,1.07610e+01,9.80888e+01
2542,0.5,1.07622e+01,9.75899e+01
2542,1.0,1.07634e+01,9.70959e+01
2543,0.0,1.07721e+01,9.77137e+01
2543,0.5,1.07725e+01,9.72254e+01
2543,1.0,1.07729e+01,9.67419e+01
2544,0.0,1.06611e+01,9.87500e+01
2544,0.5,1.06621e+01,9.82473e+01
2544,1.0,1.06630e+01,9.77496e+01
2545,0.0,1.03609e+01,1.02764e+02
2545,0.5,1.03607e+01,1.02251e+02
2545,1.0,1.03605e+01,1.01744e+02
2546,0.0,1.05099e+01,1.01184e+02
2546,0.5,1.05096e+01,1.00680e+02
2546,1.0,1.05094e+01,1.00180e+02
2547,0.0,1.04625e+01,9.97408e+01
2547,0.5,1.04622e+01,9.92419e+01
2547,1.0,1.04619e+01,9.87478e+01
2548,0.0,1.05120e+01,1.00294e+02
2548,0.5,1.05123e+01,9.97930e+01
2548,1.0,1.05126e+01,9.92967e+01
2549,0.0,1.02440e+01,1.01438e+02
2549,0.5,1.02441e+01,1.00925e+02
2549,1.0,1.02443e+01,1.00418e+02
2550,0.0,1.06588e+01,9.88097e+01
2550,0.5,1.06590e+01,9.83152e+01
2550,1.0,1.06592e+01,9.78256e+01
2551,0.0,1.06439e+01,9.89240e+01
2551,0.5,1.06443e+01,9.84273e+01
2551,1.0,1.06447e+01,9.79356e+01
2552,0.0,1.05167e+01,1.00062e+02
2552,0.5,1.05169e+01,9.95571e+01
2552,1.0,1.05171e+01,9.90573e+01
2553,0.0,1.04631e+01,1.00114e+02
2553,0.5,1.04636e+01,9.96105e+01
2553,1.0,1.04640e+01,9.91116e+01
2554,0.0,1.01662e+01,1.04436e+02
2554,0.5,1.01649e+01,1.03921e+02
2554,1.0,1.01637e+01,1.03411e+02
2555,0.0,1.02673e+01,1.02575e+02
2555,0.5,1.02667e+01,1.02067e+02
2555,1.0,1.02661e+01,1.01564e+02
2556,0.0,1.00963e+01,1.03428e+02
2556,0.5,1.00954e+01,1.02914e+02
2556,1.0,1.00945e+01,1.02404e+02
2557,0.0,1.05975e+01,9.93011e+01
2557,0.5,1.05980e+01,9.88009e+01
2557,1.0,1.05985e+01,9.83057e+01
2558,0.0,1.04887e+01,1.00125e+02
2558,0.5,1.04888e+01,9.96232e+01
2558,1.0,1.04890e+01,9.91263e+01
2559,0.0,1.06224e+01,1.00289e+02
2559,0.5,1.06223e+01,9.97896e+01
2559,1.0,1.06223e+01,9.92953e+01
2560,0.0,1.04083e+01,1.00066e+02
2560,0.5,1.04084e+01,9.95648e+01
2560,1.0,1.04085e+01,9.90683e+01
2561,0.0,1.03506e+01,1.00881e+02
2561,0.5,1.03504e+01,1.00378e+02
2561,1.0,1.03501e+01,9.98804e+01
2562,0.0,1.03105e+01,1.01122e+02
2562,0.5,1.03101e+01,1.00620e+02
2562,1.0,1.03097e+01,1.00123e+02
2563,0.0,1.05011e+01,9.98376e+01
2563,0.5,1.05017e+01,9.93307e+01
2563,1.0,1.05024e+01,9.88289e+01
2564,0.0,1.04763e+01,1.00279e+02
2564,0.5,1.04766e+01,9.97739e+01
2564,1.0,1.04769e+01,9.92742e+01
2565,0.0,1.06642e+01,9.92519e+01
2565,0.5,1.06648e+01,9.87512e+01
2565,1.0,1.06654e+01,9.82556e+01
2566,0.0,1.02677e+01,1.02154e+02
2566,0.5,1.02671e+01,1.01645e+02
2566,1.0,1.02665e+01,1.01141e+02
2567,0.0,1.02422e+01,1.02952e+02
2567,0.5,1.02414e+01,1.02444e+02
2567,1.0,1.02407e+01,1.01941e+02
2568,0.0,1.01492e+01,1.03450e+02
2568,0.5,1.01489e+01,1.02932e+02
2568,1.0,1.01486e+01,1.02419e+02
2569,0.0,1.06573e+01,9.82159e+01
2569,0.5,1.06581e+01,9.77173e+01
2569,1.0,1.06590e+01,9.72237e+01
2570,0.0,1.00557e+01,1.04305e+02
2570,0.5,1.00553e+01,1.03784e+02
2570,1.0,1.00548e+01,1.03268e+02
2571,0.0,1.03361e+01,1.01414e+02
2571,0.5,1.03356e+01,1.00909e+02
2571,1.0,1.03351e+01,1.00409e+02
2572,0.0,1.02219e+01,1.02494e+02
2572,0.5,1.02216e+01,1.01977e+02
2572,1.0,1.02213e+01,1.01466e+02
2573,0.0,1.04292e+01,1.00462e+02
2573,0.5,1.04291e+01,9.99620e+01
2573,1.0,1.04289e+01,9.94668e+01
2574,0.0,1.03345e+01,1.02834e+02
2574,0.5,1.03339e+01,1.02324e+02
2574,1.0,1.03333e+01,1.01818e+02
2575,0.0,1.07224e+01,9.85279e+01
2575,0.5,1.07230e+01,9.80342e+01
2575,1.0,1.07235e+01,9.75454e+01
2576,0.0,1.04493e+01,1.00137e+02
2576,0.5,1.04500e+01,9.96281e+01
2576,1.0,1.04506e+01,9.91240e+01
2577,0.0,1.04750e+01,1.00545e+02
2577,0.5,1.04755e+01,1.00035e+02
2577,1.0,1.04760e+01,9.95312e+01
2578,0.0,1.05166e+01,9.89185e+01
2578,0.5,1.05175e+01,9.84141e+01
2578,1.0,1.05184e+01,9.79147e+01
2579,0.0,1.09089e+01,9.73390e+01
2579,0.5,1.09101e+01,9.68456e+01
2579,1.0,1.09113e+01,9.63571e+01
2580,0.0,1.07330e+01,9.95644e+01
2580,0.5,1.07335e+01,9.90672e+01
2580,1.0,1.07340e+01,9.85749e+01
2581,0.0,1.05673e+01,9.82822e+01
2581,0.5,1.05683e+01,9.77812e+01
2581,1.0,1.05694e+01,9.72852e+01
2582,0.0,1.02117e+01,1.02718e+02
2582,0.5,1.02108e+01,1.02211e+02
2582,1.0,1.02099e+01,1.01708e+02
2583,0.0,1.04049e+01,9.97929e+01
2583,0.5,1.04053e+01,9.92895e+01
2583,1.0,1.04056e+01,9.87910e+01
2584,0.0,1.05717e+01,9.96486e+01
2584,0.5,1.05715e+01,9.91536e+01
2584,1.0,1.05713e+01,9.86635e+01
2585,0.0,1.03904e+01,9.98868e+01
2585,0.5,1.03904e+01,9.93870e+01
2585,1.0,1.03904e+01,9.88922e+01
2586,0.0,1.05635e+01,1.00388e+02
2586,0.5,1.05638e+01,9.98842e+01
2586,1.0,1.05641e+01,9.93858e+01
2587,0.0,1.08834e+01,9.57668e+01
2587,0.5,1.08847e+01,9.52801e+01
2587,1.0,1.08860e+01,9.47984e+01
2588,0.0,1.06936e+01,9.96703e+01
2588,0.5,1.06937e+01,9.91717e+01
2588,1.0,1.06939e+01,9.86781e+01
2589,0.0,1.02520e+01,1.02773e+02
2589,0.5,1.02517e+01,1.02260e+02
2589,1.0,1.02513e+01,1.01752e+02
2590,0.0,1.07309e+01,9.88964e+01
2590,0.5,1.07313e+01,9.84039e+01
2590,1.0,1.07316e+01,9.79162e+01
2591,0.0,1.02509e+01,1.02335e+02
2591,0.5,1.02505e+01,1.01823e+02
2591,1.0,1.02501e+01,1.01315e+02
2592,0.0,1.04289e+01,1.00813e+02
2592,0.5,1.04284e+01,1.00313e+02
2592,1.0,1.04278e+01,9.98174e+01
2593,0.0,1.02720e+01,1.01463e+02
2593,0.5,1.02723e+01,1.00949e+02
2593,1.0,1.02726e+01,1.00440e+02
2594,0.0,1.08109e+01,9.82639e+01
2594,0.5,1.08115e+01,9.77760e+01
2594,1.0,1.08121e+01,9.72929e+01
2595,0.0,1.04553e+01,1.00726e+02
2595,0.5,1.04549e+01,1.00228e+02
2595,1.0,1.04546e+01,9.97347e+01
2596,0.0,1.00424e+01,1.04835e+02
2596,0.5,1.00414e+01,1.04310e+02
2596,1.0,1.00404e+01,1.03791e+02
2597,0.0,1.05504e+01,1.00147e+02
2597,0.5,1.05504e+01,9.96500e+01
2597,1.0,1.05504e+01,9.91580e+01
2598,0.0,1.06287e+01,9.92637e+01
2598,0.5,1.06286e+01,9.87724e+01
2598,1.0,1.06284e+01,9.82859e+01
2599,0.0,1.02486e+01,1.01699e+02
2599,0.5,1.02489e+01,1.01179e+02
2599,1.0,1.02493e+01,1.00665e+02
2600,0.0,1.02691e+01,1.01561e+02
2600,0.5,1.02689e+01,1.01051e+02
2600,1.0,1.02687e+01,1.00547e+02
2601,0.0,1.01926e+01,1.01324e+02
2601,0.5,1.01923e+01,1.00816e+02
2601,1.0,1.01921e+01,1.00314e+02
2602,0.0,1.05927e+01,9.94156e+01
2602,0.5,1.05934e+01,9.89118e+01
2602,1.0,1.05941e+01,9.84130e+01
2603,0.0,1.04202e+01,1.02077e+02
2603,0.5,1.04193e+01,1.01576e+02
2603,1.0,1.04184e+01,1.01081e+02
2604,0.0,1.04858e+01,1.01334e+02
2604,0.5,1.04848e+01,1.00836e+02
2604,1.0,1.04838e+01,1.00342e+02
2605,0.0,1.02607e+01,1.02202e+02
2605,0.5,1.02608e+01,1.01684e+02
2605,1.0,1.02610e+01,1.01172e+02
2606,0.0,1.04245e+01,1.01104e+02
2606,0.5,1.04247e+01,1.00595e+02
2606,1.0,1.04250e+01,1.00090e+02
